Rooms,Area,Bathrooms,Condition,Region,Price_Range
3,143.0,3,5,50,3
3,160.0,2,5,65,1
3,100.0,2,5,65,1
10,800.0,1,5,50,3
4,126.0,3,1,65,2
1,50.0,1,2,71,0
3,80.0,1,5,55,0
2,50.0,1,2,56,1
3,233.45,1,5,3,1
4,200.0,3,4,1,5
3,100.0,2,1,5,1
1,40.0,1,2,2,1
4,225.71,4,1,2,3
3,200.0,3,2,2,3
4,264.0,4,1,2,3
3,146.0,3,5,2,2
3,422.0,2,5,2,2
4,226.0,4,5,2,3
4,220.0,4,2,13,2
3,127.5,2,1,2,2
4,238.0,2,5,1,2
6,235.0,1,2,13,2
3,176.0,3,5,13,1
3,128.0,3,2,1,1
2,75.0,1,2,13,1
2,80.0,1,2,13,1
3,195.0,3,2,1,1
2,135.0,3,2,2,1
2,100.0,1,2,13,1
4,240.0,3,1,13,3
3,120.0,1,2,13,1
2,300.0,1,2,2,1
3,520.0,4,5,4,4
2,85.0,2,2,4,2
4,143.0,2,5,4,2
5,355.0,4,5,4,4
6,362.0,4,2,4,4
2,76.0,1,2,4,2
3,138.0,4,1,4,2
6,383.0,4,5,4,2
4,141.5,4,5,3,2
4,181.6,4,5,4,3
3,195.0,3,5,4,3
3,227.42,4,5,4,4
5,245.0,4,1,4,4
6,341.0,4,5,4,4
6,228.0,4,5,4,4
4,262.8,4,5,4,4
3,137.2,2,5,3,2
4,170.0,4,2,4,3
3,307.25,4,5,4,4
7,550.0,4,5,4,4
7,450.0,4,2,4,4
5,374.0,4,2,4,3
5,312.0,4,5,4,3
7,670.0,4,5,4,4
4,312.0,4,5,4,3
5,246.0,4,5,4,4
4,362.0,4,5,4,4
4,265.0,4,1,4,3
5,450.0,4,5,4,4
4,150.0,3,2,4,2
5,420.0,4,1,4,4
4,202.0,3,2,4,3
5,330.0,3,1,4,3
2,83.0,1,5,2,1
5,313.0,4,5,4,3
5,200.0,4,2,4,3
3,148.0,2,5,4,2
6,151.0,4,5,4,3
3,112.0,3,1,4,3
3,106.0,3,1,4,3
3,114.0,3,1,4,3
3,110.0,3,1,4,3
2,136.3,3,5,4,3
6,312.0,4,5,4,3
3,145.0,3,1,4,3
3,150.0,3,1,4,3
3,145.0,3,1,4,3
3,150.0,3,1,4,3
4,132.5,3,2,4,2
3,206.0,4,5,4,4
2,227.0,4,5,4,3
8,400.0,4,5,4,4
4,350.0,4,2,4,4
5,150.0,4,2,4,3
4,212.0,3,5,4,3
7,250.7,4,5,4,3
6,383.0,4,5,4,4
4,170.0,3,5,4,3
6,289.0,4,5,4,3
3,196.98,3,1,4,3
4,334.0,3,5,4,3
4,204.0,3,5,3,2
1,61.24,1,5,4,1
4,308.0,4,5,4,4
7,550.0,4,2,4,4
4,263.0,4,5,4,2
5,292.0,4,1,4,4
3,180.0,3,1,4,3
4,320.0,4,5,4,3
3,188.0,1,2,3,2
2,100.0,1,5,4,2
4,178.0,3,1,4,5
2,72.0,1,5,4,2
6,311.0,3,5,4,3
3,158.73,4,1,4,3
7,400.0,4,2,4,4
3,218.0,3,5,4,3
3,220.0,4,5,4,3
5,400.0,4,1,4,4
3,300.0,4,1,4,4
3,134.0,2,1,4,2
3,134.0,2,5,4,2
5,240.0,3,5,4,2
3,115.0,4,5,3,2
4,278.0,4,5,4,3
4,188.0,2,2,4,3
6,250.0,2,5,4,2
3,148.0,2,5,4,2
3,130.0,2,2,4,2
7,540.0,4,2,4,4
3,134.0,2,2,4,2
3,100.0,3,2,4,3
6,150.0,3,5,4,2
3,200.0,2,5,3,2
3,130.0,1,5,4,1
2,110.0,1,2,4,2
3,130.0,2,5,3,2
4,140.0,3,1,4,2
2,40.0,1,5,4,1
3,150.0,3,5,4,2
3,115.0,2,2,4,2
3,250.0,3,5,4,2
1,68.0,1,5,4,1
3,128.8,3,5,4,2
2,73.0,1,1,4,2
4,218.0,2,5,4,2
3,75.0,2,2,4,2
7,390.0,4,5,4,4
3,120.0,1,2,4,2
2,108.0,1,2,4,5
3,100.0,2,2,3,1
1,50.0,1,1,2,0
1,50.0,1,5,3,1
5,90.0,2,3,4,2
2,40.0,1,5,4,1
3,180.0,3,2,4,2
1,60.0,2,2,3,1
1,45.0,1,2,61,1
4,120.0,1,5,60,1
6,210.0,2,5,9,2
4,400.0,4,5,9,3
5,482.0,4,5,9,3
3,242.0,4,2,9,3
3,154.0,4,5,9,2
0,172.8,2,5,9,2
4,335.0,3,2,9,3
4,69.0,2,2,9,2
3,226.8,4,1,9,2
4,482.0,4,5,9,3
3,140.0,2,2,9,2
3,144.0,2,5,9,2
1,29.0,1,1,9,1
3,262.0,1,5,9,2
3,153.0,3,5,9,2
2,75.0,1,5,9,1
3,162.0,4,1,9,2
4,130.0,3,5,9,2
2,116.0,2,5,9,2
4,320.0,3,5,9,2
2,174.0,2,2,9,2
6,578.0,4,1,9,4
4,180.0,2,2,9,2
4,260.0,4,2,9,3
6,420.0,4,5,9,2
3,120.0,3,2,9,2
0,110.0,3,1,9,2
3,95.0,3,2,9,5
3,385.3,4,5,9,2
5,240.0,4,5,9,2
3,195.0,2,2,9,2
3,153.0,2,2,9,2
6,259.0,2,2,9,3
4,100.0,4,2,23,1
1,75.0,2,5,39,1
5,320.0,3,5,9,2
2,75.0,1,2,9,1
5,200.0,3,2,9,2
3,99.0,2,5,9,1
2,74.5,2,1,9,2
4,312.0,4,2,9,2
2,100.0,1,5,9,1
2,25.0,1,2,9,1
3,100.0,1,5,9,1
3,59.0,2,5,9,2
5,250.0,3,1,9,2
3,180.0,3,2,24,2
3,55.0,1,2,9,1
2,120.0,3,1,9,1
2,130.0,3,1,9,1
6,165.0,2,5,8,1
3,100.0,2,5,24,1
4,210.0,3,5,24,1
1,85.0,1,3,24,1
2,70.0,1,2,8,1
4,85.0,1,5,9,1
3,137.0,2,2,28,1
4,180.0,4,5,13,2
1,50.0,1,2,15,1
5,160.0,2,2,28,1
2,120.0,1,2,14,1
2,66.0,1,2,13,0
3,80.0,1,5,14,1
2,80.0,1,5,14,0
10,1000.0,4,2,15,2
1,111.0,1,5,14,0
3,120.0,1,2,14,0
2,70.0,1,2,14,1
2,84.0,1,5,14,0
2,350.0,2,2,14,1
2,190.0,2,5,17,3
6,512.0,4,5,5,4
8,436.0,4,5,17,4
3,227.0,3,2,5,2
4,350.0,4,5,5,3
6,264.0,3,5,5,3
6,661.0,4,5,4,3
3,109.54,3,5,18,2
4,190.0,2,2,17,3
3,72.0,1,5,18,2
3,97.0,1,5,4,2
2,63.0,1,2,18,2
3,75.0,2,2,18,2
4,162.0,4,5,5,5
6,250.0,3,5,5,2
3,160.0,3,5,5,2
5,237.15,4,5,17,2
1,125.0,1,2,4,2
4,265.18,3,2,5,2
3,138.0,2,5,5,2
4,900.0,3,1,17,2
5,300.0,3,2,16,2
5,250.0,3,2,5,3
4,250.0,4,5,4,3
2,70.0,1,2,17,1
2,40.0,1,1,18,2
3,180.0,3,5,17,2
1,70.0,1,1,17,0
3,146.0,2,5,17,2
3,170.0,2,2,5,2
4,200.0,3,1,5,2
2,90.0,2,5,4,2
3,200.0,2,2,5,2
3,157.0,3,5,4,2
4,178.0,3,2,16,2
5,332.0,4,2,7,2
6,500.0,4,2,6,3
4,330.0,4,2,7,3
4,200.0,3,1,6,2
2,100.0,1,2,6,1
1,130.0,1,2,6,1
4,290.0,4,2,54,2
3,304.0,3,5,24,2
2,70.0,1,5,39,0
3,180.0,2,5,39,1
